comments,duration,event,languages,name,published_date,views
40,276,TEDSalon 2006,28,"Nora York: Singing ""What I Want""",1175731860,395769
27,850,TEDGlobal 2005,24,Paul Bennett: Design is in the details,1175731860,761930
84,891,TED2003,23,"Vik Muniz: Art with wire, sugar, chocolate and string",1175731860,1149090
131,1012,TEDGlobal 2005,24,Nick Bostrom: A philosophical quest for our biggest problems,1175731860,762264
127,1399,TED2005,24,Janine Benyus: Biomimicry's surprising lessons from nature's engineers,1175731860,1920434
34,1011,TEDGlobal 2005,21,Craig Venter: Sampling the ocean's DNA,1175731860,560904
47,893,TED2004,20,Golan Levin: Software (as) art,1175731860,606311
335,1045,TED2004,28,Susan Savage-Rumbaugh: The gentle genius of bonobos,1175731860,2197377
143,977,TED2005,30,Frans Lanting: The story of life in photographs,1175731860,1697185
57,985,TED2004,18,Sheila Patek: The shrimp with a kick!,1175731860,1115081
39,163,TED2006,38,"Jill Sobule: Global warming's theme song, ""Manhattan in January""",1175819400,591379
34,459,TED2005,25,Caroline Lavelle: Casting a spell on the cello,1175835900,398713
501,1308,TED2003,31,Dan Dennett: The illusion of consciousness,1175855580,2676717
296,1929,TED2003,32,Evelyn Glennie: How to truly listen,1175881860,4165572
231,1205,TED2005,25,William McDonough: Cradle to cradle design,1175882580,1426390
58,1031,TED2003,22,Jeff Bezos: The electricity metaphor for the web's future,1176162180,754700
58,251,TED2006,25,Rives: A mockingbird remix of TED2006,1176163140,643078
75,378,TED2003,28,"Eddi Reader: ""Kiteflyer's Hill""",1176586800,513672
50,312,TED2003,25,"Eddi Reader: ""What You've Got""",1176586800,428351
588,1172,TED2005,22,Tom Honey: Why would God create a tsunami?,1176688500,616385
6404,1750,TED2002,42,Richard Dawkins: Militant atheism,1176689220,4374792
49,1195,TED2006,16,Tom Rielly: A comic sendup of TED2006,1176695640,609087
39,201,TED2004,33,"Rachelle Garniez: ""La Vie en Rose""",1176701700,443180
42,858,TED2004,23,Chris Anderson: Technology's long tail,1177632660,904520
67,311,TED2002,30,Natalie MacMaster: Cape Breton fiddling in reel time,1178040660,717002
56,1233,TED2004,31,Sergey Brin + Larry Page: The genesis of Google,1178214660,1451846
72,277,TED2006,22,"Stew: ""Black Men Ski""",1178545440,577502
328,1184,TED2004,21,James Howard Kunstler: The ghastly tragedy of the suburbs,1178958000,1683456
32,1020,TED2002,19,David Kelley: Human-centered design,1179223200,779873
99,185,TED2006,44,Stewart Brand: What squatter cities can teach us,1179398160,940913
230,1211,TED2003,29,Jeff Hawkins: How brain science will change computing,1179760080,1371482
87,1001,TED2003,22,Tierney Thys: Swim with the giant sunfish,1179763140,870412
260,450,TED2007,34,Blaise Agüera y Arcas: How PhotoSynth can connect the world's images,1180226220,4772595
295,1072,TED2007,20,John Doerr: Salvation (and profit) in greentech,1180266840,805111
127,1213,TED2007,32,Ngozi Okonjo-Iweala: Want to help Africa? Do business here,1180491120,1044185
124,279,TED2007,31,Anand Agarawala: Rethink the desktop with BumpTop,1181044860,1479503
220,726,TEDSalon 2006,31,Robert Thurman: We can be Buddhas,1181125860,1493606
14,1477,TED2002,18,David Rockwell: A memorial at Ground Zero,1181625060,404402
305,1402,TED2005,19,Thomas Barnett: Let's rethink America's military strategy,1181779860,1136037
27,214,TED2006,0,"Ethel: A string quartet plays ""Blue Room""",1182184140,384641
22,370,TED2007,25,Stephen Lawler: Tour Microsoft's Virtual Earth,1182332160,308879
261,1137,TED2007,35,Hans Rosling: New insights on poverty,1182762720,3243784
240,1063,TED2007,24,Bill Stone: I'm going to the moon. Who's with me?,1182941400,1801117
392,926,TED2002,32,Dan Dennett: Dangerous memes,1183412700,1596067
150,1165,TED2006,33,Alan Russell: The potential of regenerative medicine,1183545900,1427723
145,1030,TED2007,23,Jonathan Harris: The Web's secret stories,1183925640,1049727
136,934,TED2007,22,Emily Oster: Flip your thinking on AIDS in Africa,1184221140,854967
126,997,TED2007,19,"Will Wright: Spore, birth of a game",1184667720,1107307
276,552,TED2007,34,Rives: The  4 a.m. mystery,1184683440,3387765
231,585,TED2007,27,David Bolinsky: Visualizing the wonder of a living cell,1185093060,1788182
80,288,TED2007,39,Allison Hunt: How to get (a new) hip,1185287940,558993
97,1070,TEDGlobal 2007,20,George Ayittey: Africa's cheetahs versus hippos,1185791520,648234
108,1330,TEDGlobal 2007,21,Ngozi Okonjo-Iweala: Aid versus trade,1185879300,524049
174,252,TEDGlobal 2007,44,William Kamkwamba: How I built a windmill,1185880800,1543596
31,1141,TEDGlobal 2007,21,Euvin Naidoo: Why invest in Africa,1185895440,335086
150,1051,TEDGlobal 2007,27,Patrick Awuah: How to educate leaders? Liberal arts,1186129740,1216429
77,1056,TEDGlobal 2007,21,Chris Abani: Telling stories from Africa,1186647000,561703
106,1103,TEDGlobal 2007,26,Jacqueline Novogratz: Patient capitalism,1186930800,836269
60,606,TEDGlobal 2007,21,"Vusi Mahlasela: ""Thula Mama""",1187153820,531957
36,299,TEDGlobal 2007,0,"Vusi Mahlasela: ""Woza""",1187695440,416603
49,931,TED2007,23,Jeff Skoll: My journey into movies that matter,1187712540,727247
102,310,TED2007,32,"Dean Kamen: Luke, a new prosthetic arm for soldiers",1188280800,1575699
151,950,TED2007,32,Erin McKean: The joy of lexicography,1188459000,1013063
126,1027,TEDGlobal 2007,30,Andrew Mwenda: Aid for Africa? No thanks.,1188884220,722877
304,493,TED2007,32,"Theo Jansen: My creations, a new form of life",1189072800,3982352
124,1047,TEDGlobal 2005,32,Steven Pinker: What our language habits reveal,1189349760,1914263
677,1155,TED2007,32,Steven Pinker: The surprising decline in violence,1189421700,2063367
164,1056,TED2007,19,Deborah Scranton: An Iraq war movie crowd-sourced from soldiers,1189666800,507997
65,951,TEDGlobal 2007,26,Zeresenay Alemseged: The search for humanity's roots,1190098800,913666
83,959,TED2007,24,John Maeda: Designing for simplicity,1190277480,1215947
169,1782,TED2002,22,Stephen Petranek: 10 ways the world could end,1190689620,1712075
29,1280,TED2003,20,Paul MacCready: A flight on solar wings,1190769780,736290
225,1029,TED2007,33,Carolyn Porco: This is Saturn,1191216180,2627709
101,212,TED2007,43,Kenichi Ebina: My magic moves,1191403500,1720579
80,1791,TED2007,29,"Richard Branson: Life at 30,000 feet",1191910620,1609555
242,378,TED2007,28,"Hod Lipson: Building ""self-aware"" robots",1192071420,1212346
45,1050,TED2007,21,Maira Kalman: The illustrated woman,1192499400,672254
145,963,TED2007,22,Jan Chipchase: The anthropology of mobile phones,1192716300,694378
432,1414,TED2007,35,VS Ramachandran: 3 clues to understanding your brain,1192954500,3930186
64,1234,TEDGlobal 2007,21,Eleni Gabre-Madhin: A commodities exchange for Ethiopia,1193274000,562457
262,1338,TED2003,26,Sherwin Nuland: How electroshock therapy changed me,1193718180,1522858
412,1254,TED2004,39,Matthieu Ricard: The habits of happiness,1193881320,7271730
328,1136,TED2007,26,Lawrence Lessig: Laws that choke creativity,1194310800,1895259
40,299,TED2007,28,Paul Rothemund: Playing with DNA that self-assembles,1194484440,410563
279,958,TEDSalon 2007 Hot Science,24,David Keith: A critical look at geoengineering against climate change,1194918240,876658
115,1090,TEDSalon 2007 Hot Science,21,Juan Enriquez: Using biology to rethink the energy challenge,1195088400,898974
46,1261,Skoll World Forum 2007,22,Larry Brilliant: The case for optimism,1195612320,418234
31,1164,TED2005,20,Robert Full: The sticky wonder of gecko feet,1196127900,707524
185,1017,TEDGlobal 2007,22,Ron Eglash: The fractals at the heart of African designs,1196312400,1527858
156,1026,TED2007,29,Philippe Starck: Design and destiny,1196749800,1783740
160,962,TED2007,29,"Murray Gell-Mann: Beauty, truth and ... physics?",1196931600,1181696
154,1184,TED2005,22,Amory Lovins: Winning the oil endgame,1197334800,832668
604,914,TED2005,44,"Arthur Benjamin: A performance of ""Mathemagic""",1197504780,8360707
183,793,TED2007,34,Daniel Goleman: Why aren't we more compassionate?,1197938280,1604402
71,249,TED2007,40,Lakshmi Pratury: The lost art of letter-writing,1198133340,533761
435,558,TED2007,40,Gever Tulley: 5 dangerous things you should let your kids do,1198200420,4364865
465,1080,TED2007,38,Isabel Allende: Tales of passion,1199340000,3741423
71,375,TED2007,28,Yossi Vardi: We're worried about local warming ... in your lap,1199422800,933311
95,1231,TED2003,21,Deborah Gordon: The emergent genius of ant colonies,1199751960,928270
227,1082,TED2007,30,J.J. Abrams: The mystery box,1199944800,3519656
554,327,TED2007,47,David Gallo: Underwater astonishments,1200011280,13926113
40,1097,TED2007,22,Paola Antonelli: Treat design as art,1200367200,585052
39,1320,TED2002,23,"Frank Gehry: A master architect asks, Now what?",1200528660,959382
41,640,TED2007,22,"Raul Midon: ""Tembererana""",1200619320,403089
95,2128,TED2002,19,"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",1200870300,611092
205,1148,TED2007,26,Bernie Dunlap: The life-long learner,1201059900,1854024
51,255,TED2007,30,David Pogue: The music wars,1201139100,594523
34,1056,TEDGlobal 2005,22,Alison Jackson: An unusual glimpse at celebrity,1201484160,670863
117,775,TED2002,26,Chris Anderson: TED's nonprofit transition,1201658220,324266
78,819,TED2007,23,Robin Chase: The idea behind Zipcar (and what comes next),1201749780,434005
63,943,TED2007,25,Jaime Lerner: A song of the city,1202089320,596961
30,1295,TED2002,17,David Macaulay: An illustrated journey through Rome,1202263020,700273
165,1045,TED2007,25,Michael Pollan: A plant's-eye view,1202346240,1359400
60,1171,TED2005,24,Howard Rheingold: The new power of collaboration,1202697540,931001
105,1151,TED2002,24,Pamelia Kurstin: The untouchable music of the theremin,1202870400,1687185
53,518,TED2002,24,George Dyson: The story of Project Orion,1202966580,785872
29,1066,TED2002,20,Moshe Safdie: Building uniqueness,1203294120,545664
46,374,TED2007,23,Jill Sobule + Julia Sweeney: The Jill and Julia Show,1203469380,487972
84,927,TED2002,20,Raspyni Brothers: Juggle and jest,1203642960,807628
43,326,TEDGlobal 2007,29,Joseph Lekuton: A parable for Kenya,1203901200,200726
26,202,TED2007,32,Steve Jurvetson: Model rocketry,1204115160,412154
70,402,TED2008,26,Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,1204153200,1034064
61,1237,TED2007,29,Alan Kay: A powerful idea about ideas,1204625340,777609
137,954,TED2008,24,Craig Venter: On the verge of creating synthetic life,1204767480,1004893
64,1523,TED1984,18,"Nicholas Negroponte: 5 predictions, from 1984",1205198760,974087
2877,1099,TED2008,49,Jill Bolte Taylor: My stroke of insight,1205284200,21190883
9,2678,TED1990,19,Frank Gehry: My days as a young rebel,1205372280,620806
231,1535,TED2008,32,Dave Eggers: My wish: Once Upon a School,1205805540,1357888
456,1288,TED2008,30,Karen Armstrong: My wish: The Charter for Compassion,1205888400,1277619
69,1490,TED2008,22,Neil Turok: My wish: Find the next Einstein in Africa,1205972760,473165
67,1917,DLD 2007,23,Norman Foster: My green agenda for architecture,1206322560,763815
156,242,TED2008,38,Christopher deCharms: A look inside the brain in real time,1206377160,1485761
251,1077,TED2006,27,Clifford Stoll: The call to learn,1206493200,2283491
67,419,TEDGlobal 2007,0,"Rokia Traore: ""M'Bifo""",1206580680,294936
82,264,TED2008,40,Siegfried Woldhek: The search for the true face of Leonardo,1207016040,1224127
39,230,TED2007,36,David Hoffman: Sputnik mania,1207098000,311741
68,240,TED2007,34,Jakob Trollback: A new kind of music video,1207185240,480377
551,612,TED2008,39,Stephen Hawking: Questioning the universe,1207272660,8655723
664,1674,TED2008,44,Al Gore: New thinking on the climate crisis,1207618020,1751426
258,340,TED2008,36,Johnny Lee: Free or cheap Wii Remote hacks,1207872300,5483940
87,1241,TED2008,21,Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,1208229900,497153
92,1072,TEDGlobal 2005,24,Yochai Benkler: The new open-source economics,1208309400,753974
51,1003,TEDGlobal 2007,19,Ernest Madu: World-class health care,1208395500,371754
145,1372,TED2008,34,Amy Tan: Where does creativity hide?,1208839080,2477746
534,1146,TED2005,35,Brian Greene: Making sense of string theory,1208908200,4119616
292,899,TED2008,37,Brian Cox: CERN's supercollider,1209433620,3074172
39,1041,TED2007,17,They Might Be Giants: Wake up! It's They Might Be Giants!,1209513000,362609
32,1197,TEDGlobal 2007,18,Hector Ruiz: The thinking behind 50x15,1209618000,315244
356,1064,TED2008,28,Paul Stamets: 6 ways mushrooms can save the world,1210046400,4060628
69,1071,TED2007,18,Paul Ewald: Can we domesticate germs?,1210122000,442623
82,2222,TED2002,18,Michael Moschen: Juggling as art ... and science,1210219200,944836
303,606,TED2008,33,Joshua Klein: A thought experiment on the intelligence of crows,1210663620,2398373
211,269,TED2008,49,Alisa Miller: How the news distorts our worldview,1210728900,1888717
537,1208,EG 2007,30,Mark Bittman: What's wrong with what we eat,1210822980,3830672
111,1099,TED2008,23,Robert Ballard: The astonishing hidden world of the deep ocean,1211256000,1281570
60,1063,TED2008,27,Yves Behar: Designing objects that tell stories,1211338380,1109822
76,944,TED2002,24,Arthur Ganson: Moving sculpture,1211875620,672113
49,863,TEDGlobal 2007,21,Seyi Oyesola: A hospital tour in Nigeria,1211902080,230569
139,1011,TED2008,23,"Paul Collier: The ""bottom billion""",1211986800,990220
358,1168,TED2008,23,"Susan Blackmore: Memes and ""temes""",1212454800,735638
57,1034,TED2007,18,"Nathan Myhrvold: Archeology, animal photography, BBQ ...",1212541200,437132
43,386,TEDGlobal 2007,0,"Rokia Traore: ""Kounandi""",1212627600,82488
174,1152,TED2008,20,Wade Davis: The worldwide web of belief and ritual,1213059600,984223
76,135,TED2007,61,Murray Gell-Mann: The ancestor of language,1213146000,785293
85,1038,TED2003,24,George Dyson: The birth of the computer,1213563480,838799
218,674,TED2008,34,Chris Jordan: Turning powerful stats into art,1213563600,1520108
102,192,TED2008,52,Dean Ornish: Your genes are not your fate,1213578000,1384333
83,1222,TED2002,19,Robert Full: Robots inspired by cockroach ingenuity,1213837500,799797
131,211,TED2007,51,Adam Grosser: A mobile fridge for vaccines,1214182800,857181
119,1138,TEDGlobal 2005,25,Steven Levitt: Surprising stats about child carseats,1214269200,749952
638,1243,TED2008,45,Benjamin Zander: The transformative power of classical music,1214355600,9315483
43,1000,EG 2007,18,"Nicholas Negroponte: One Laptop per Child, two years on",1214442000,398643
42,140,TED2008,39,"Nellie McKay: ""Clonie""",1214528400,680591
50,186,TED2008,0,"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",1214787600,217663
38,241,TED2008,32,Peter Diamandis: Stephen Hawking's zero g flight,1214823120,497899
197,1507,EG 2007,25,Rick Smolan: The story of a girl,1214980200,1123955
49,559,TED2007,25,"Raul Midon: ""Peace on Earth""",1215046800,327542
41,1098,TEDGlobal 2007,20,Corneille Ewango: A hero of the Congo forest,1215392400,368974
43,1100,TED2003,19,Torsten Reil: Animate characters by evolving them,1215478800,325148
166,240,TED2008,38,David Hoffman: What happens when you lose everything,1215565200,920941
64,1246,TEDGlobal 2005,24,Clay Shirky: Institutions vs. collaboration,1215671400,1097533
59,334,TED2008,24,"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",1215756000,1013879
87,1151,TED2003,24,Freeman Dyson: Let's look for life in the outer solar system,1216017420,895199
229,956,TED2008,33,Helen Fisher: The brain in love,1216083600,4883112
791,1580,TED1998,27,Billy Graham: On technology and faith,1216170000,1532675
583,1060,EG 2007,39,AJ Jacobs: My year of living biblically,1216256400,2291701
669,1189,TED2004,28,Keith Barry: Brain magic,1216366800,13327101
224,1422,TED2004,36,Martin Seligman: The new era of positive psychology,1216625280,4190393
15,153,TEDGlobal 2007,43,Marisa Fick-Jordan: The wonder of Zulu wire art,1216666500,294961
137,974,TED2008,28,Chris Abani: On humanity,1216688400,843859
70,936,TED2008,23,Louise Leakey: A dig for humanity's origins,1216800180,656400
79,1229,TED2007,24,Jonathan Harris: The web as art,1216879200,855052
36,921,TED2003,18,Reed Kroloff: A tour of modern architecture,1217226960,282994
233,1174,EG 2007,26,"Kevin Kelly: The next 5,000 days of the web",1217253660,1358292
93,982,TEDGlobal 2007,21,Kwabena Boahen: A computer that works like the brain,1217395680,580298
66,953,TED2008,29,Robert Lang: The math and magic of origami,1217422980,2161846
16,178,TED2008,38,Bruno Bowden + Rufus Cappadocia: Blindfold origami and cello,1217552400,375734
272,969,TED2008,30,Patricia Burchat: Shedding light on dark matter,1218996720,1410164
90,1253,TEDGlobal 2007,22,Spencer Wells: A family tree for humanity,1219021200,665947
80,893,TED2008,28,David Griffin: How photography connects us,1219107600,1056435
109,1868,TED2005,21,Lennart Green: Close-up card magic with a twist,1219194000,4204848
134,886,EG 2007,25,Ian Dunbar: Dog-friendly dog training,1219280400,1002304
45,213,TED2008,27,"Nellie McKay: ""The Dog Song""",1219366800,679711
55,821,EG 2007,19,"John Q. Walker: Great piano performances, recreated",1219712400,329964
174,1259,LIFT 2007,30,Sugata Mitra: Kids can teach themselves,1219798800,1486853
92,998,TEDGlobal 2007,19,Ory Okolloh: How I became an activist,1219885200,321896
99,348,TED2006,31,"Einstein the Parrot: A talking, squawking parrot",1219989840,2350678
54,984,TED2008,21,"Paul Rothemund: DNA folding, in detail",1220317200,501256
91,931,TEDGlobal 2005,21,Peter Diamandis: Our next giant leap,1220403600,504508
62,1899,EG 2007,17,"Peter Hirshberg: The web is more than ""better TV""",1220512740,250722
151,748,TED2007,27,Jonathan Drori: What we think we know,1220576400,1032549
62,1426,TEDGlobal 2007,26,Jane Goodall: How humans and animals can live together,1220835600,556147
85,1518,TED2008,21,Irwin Redlener: How to survive a nuclear attack,1220922000,657688
56,1206,EG 2007,24,Brewster Kahle: A free digital library,1221008400,445781
66,800,TED1998,25,David Gallo: Life in the deep oceans,1221094800,996736
68,1414,TED2005,23,"Carmen Agra Deedy: Once upon a time, my mother ...",1221181200,672797
12,966,TED2002,18,Keith Bellows: The camel's hump,1221440400,185275
219,1182,EG 2007,26,Ann Cooper: What's wrong with school lunches,1221526800,1137771
838,1122,TED2008,31,Jonathan Haidt: The moral roots of liberals and conservatives,1221613200,2724208
97,825,TEDGlobal 2005,27,Eve Ensler: What security means to me,1221699600,1074170
102,879,TED2007,20,David S. Rose: How to pitch to a VC,1221786000,1008394
45,813,TED2003,22,Marvin Minsky: Health and the human mind,1222045920,513090
383,1396,TED2008,33,Philip Zimbardo: The psychology of evil,1222131600,5842377
166,209,TED2008,53,Laura Trice: Remember to say thank you,1222218000,1714168
39,1107,EG 2007,17,"Caleb Chung: Playtime with Pleo, your robotic dinosaur friend",1222304400,417769
218,1362,TED2003,29,Steven Pinker: Human nature and the blank slate,1222390800,1044038
81,1127,TED2003,20,Rodney Brooks: Robots will invade our lives,1222673400,602024
41,285,TED2008,37,Stefan Sagmeister: Things I've learned in my life so far,1222736400,724833
172,907,TED2003,21,Noah Feldman: Politics and religion are technologies,1222822800,385647
53,1164,EG 2007,17,Liz Diller: The Blur Building and other tech-empowered architecture,1222909200,583322
180,1266,TED2006,30,David Perry: Are games better than life?,1223254800,1084634
53,1128,TED2008,19,Doris Kearns Goodwin: Lessons from past presidents,1223341200,522550
15,990,TED2003,21,Steven Johnson: The Web as a city,1223427600,344618
93,284,TED2003,34,James Burchfield: Playing invisible turntables,1223600400,794615
278,1286,TED2008,24,Garrett Lisi: An 8-dimensional model of the universe,1223946000,1491698
23,1060,EG 2007,20,Paola Antonelli: Design and the Elastic Mind,1224052740,313572
43,975,TED2004,22,Virginia Postrel: On glamour,1224136740,379382
120,1009,TED2004,22,Dean Ornish: Healing through diet,1224205200,1110781
111,1000,TED2008,26,"John Hodgman: Aliens, love -- where are they?",1224550800,1935213
29,1368,TED1998,19,Paul MacCready: Nature vs. humans,1224637200,197139
243,1135,TED2004,34,"Mihaly Csikszentmihalyi: Flow, the secret to happiness",1224723600,4016531
40,277,TED2003,32,Kristen Ashburn: The face of AIDS in Africa,1224810000,352285
212,1101,TED2003,29,Jared Diamond: Why do societies collapse?,1225069200,1636425
87,197,TED2008,49,Rives: A story of mixed emoticons,1225155600,1594241
41,946,TED2005,20,Zach Kaplan + Keith Schacht: Toys and materials from the future,1225328400,411647
37,1124,TEDGlobal 2007,20,Newton Aduaka: The story of Ezra,1225414800,330238
76,946,TEDSalon 2009 Compassion,30,Jackie Tabick: The balancing act of compassion,1225426620,176245
152,1007,TEDSalon 2009 Compassion,47,"Feisal Abdul Rauf: Lose your ego, find your compassion",1225429020,433202
82,1016,TEDSalon 2009 Compassion,21,Robert Wright: The evolution of compassion,1225481940,236002
30,731,TED2005,20,Graham Hawkes: A flight through the ocean,1225674000,375491
27,1019,TED2005,20,James Surowiecki: The power and the danger of online crowds,1225760400,429084
108,1164,TED2008,28,John Francis: Walk the earth ... my 17-year vow of silence,1225867200,723599
139,1678,Serious Play 2008,26,Tim Brown: Tales of creativity and play,1225933200,1893522
65,953,TED2005,23,Luca Turin: The science of scent,1226019600,487630
57,745,TED2003,25,Lee Smolin: Science and democracy,1226278800,258922
45,1389,TED2008,20,Samantha Power: A complicated hero in the war on dictatorship,1226365200,456095
29,1697,Serious Play 2008,21,Charles Elachi: The story behind the Mars Rovers,1226477280,558734
80,957,TED2006,30,Ursus Wehrli: Tidying up art,1226538000,1314201
51,1403,TED2004,17,Stewart Brand: The Long Now,1226906160,242975
89,856,TED2008,23,Isaac Mizrahi: Fashion and creativity,1226970000,900005
36,1054,TEDGlobal 2007,19,"Franco Sacchi: A tour of Nollywood, Nigeria's booming film industry",1227056400,223082
255,1140,Serious Play 2008,27,George Smoot: The design of the universe,1227142800,1630525
36,1142,TED2006,23,"Bill Joy: What I'm worried about, what I'm excited about",1227514620,487378
226,1224,Taste3 2008,25,Dan Barber: A foie gras parable,1227556620,1294705
33,202,TED2008,43,Andy Hobsbawm: Do the green thing,1227693780,429967
63,227,TED2008,37,Gregory Petsko: The coming neurological epidemic,1228077480,909508
66,1171,TED2008,20,Richard Preston: The mysterious lives of giant trees,1228206180,644637
92,1711,Serious Play 2008,19,Philip Rosedale: Life in Second Life,1228266000,554794
127,552,TED2005,27,Larry Burns: The future of cars,1228352400,565020
19,238,TED2007,29,Nick Sears: Demo: The Orb,1228438800,457492
31,1517,TED2004,21,David Holt: The joyful tradition of mountain music,1228687260,512588
58,1089,TED2001,26,Eva Zeisel: The playful search for beauty,1228803420,438972
111,988,Taste3 2008,25,Dennis vanEngelsdorp: A plea for bees,1228924680,590570
43,429,TED2008,33,Jay Walker: My library of human imagination,1229262420,482996
230,2018,TEDGlobal 2005,31,Dan Gilbert: Why we make bad decisions,1229412720,3707266
99,880,Taste3 2008,34,Benjamin Wallace: The price of happiness,1229475600,1848521
42,1109,TED2006,20,Penelope Boston: There might just be life on Mars,1229550420,651151
94,1318,TED2004,20,Steven Strogatz: The science of sync,1229907600,642201
84,998,Taste3 2008,19,Jennifer 8. Lee: The hunt for General Tso,1230080400,1285775
116,1772,TED2002,19,Kary Mullis: Play! Experiment! Discover!,1231117200,532759
26,1026,Serious Play 2008,20,John Maeda: My journey in design,1231218480,241858
24,1306,TED2005,20,Paul Sereno: Digging up dinosaurs,1231290000,764982
124,939,TED2004,20,Paul Moller: My dream of a flying car,1231400340,417728
50,1134,TED2005,19,Greg Lynn: Organic algorithms in architecture,1231488000,346702
24,937,TED2006,18,Rob Forbes: Ways of seeing,1231722000,368513
68,1028,TED2005,25,Scott McCloud: The visual magic of comics,1231808400,1022333
42,934,Taste3 2008,22,Peter Reinhart: The art and craft of bread,1231894800,817651
89,859,TED2004,22,Joseph Pine: What consumers want,1231981200,930647
51,1316,Serious Play 2008,17,"Paula Scher: Great design is serious, not solemn",1232067600,505714
36,1359,TED2003,21,David Carson: Design and discovery,1232352480,774492
22,975,TED2006,18,Jamais Cascio: Tools for a better world,1232499600,212202
117,1286,Taste3 2008,21,Barry Schuler: Genomics 101,1232586900,389420
35,756,TED2003,23,Sherwin Nuland: The extraordinary power of ordinary people,1232672400,326663
144,829,TED2004,22,Woody Norris: Hypersonic sound and other inventions,1232931600,1205867
42,1181,TED2008,22,Peter Ward: A theory of Earth's mass extinctions,1233018000,837508
67,1345,TED1998,30,Aimee Mullins: Changing my legs - and my mindset,1233104400,1013266
50,965,TED2006,21,Joe DeRisi: Solving medical mysteries,1233214860,401015
53,1127,TED2003,22,Natalie MacMaster: Fiddling in reel time,1233310260,1065681
90,1195,TED2003,23,Bill Gross: A solar energy system that tracks the sun,1233593580,612934
468,1216,TED2009,35,"Bill Gates: Mosquitos, malaria and education",1233800640,2634359
1604,1149,TED2009,49,Elizabeth Gilbert: Your elusive creative genius,1234141200,13155478
21,914,TED1998,20,Milton Glaser: Using design to make ideas new,1234314000,382985
147,429,TED2009,29,David Merrill: Toy tiles that talk to each other,1234431300,1765153
505,1245,TED2009,38,Barry Schwartz: Our loss of wisdom,1234772820,3303825
448,1130,TED2009,22,Juan Enriquez: The next species of human,1234857720,2954577
135,1018,TED2009,27,José Antonio Abreu: The El Sistema music revolution,1234918800,942604
204,1026,TED2009,29,Gustavo Dudamel and the Teresa Carreño Youth Orchestra: El Sistema's top youth orchestra,1234980000,2062308
168,1096,TED2009,31,Sylvia Earle: My wish: Protect our oceans,1235005200,1139732
201,1283,TED2009,26,Jill Tarter: Join the SETI search,1235091600,1263442
59,1087,TED2009,23,Ed Ulbrich: How Benjamin Button got his face,1235350800,907147
165,440,TED2009,35,Charles Moore: Seas of plastic,1235437200,1097511
30,1008,TED2004,21,Richard Pyle: A dive into the reef's Twilight Zone,1235523600,352252
74,870,EG 2008,24,Miru Kim: My underground art explorations,1235613600,582812
127,480,TED2009,32,Evan Williams: The voices of Twitter users,1235696400,1134737
91,788,TED1998,30,Brenda Laurel: Why not make video games for girls?,1235955600,382517
156,1242,TED2009,25,Willie Smits: How to restore a rainforest,1236042000,677150
61,990,TED2009,20,Nalini Nadkarni: Conserving the canopy,1236128400,398835
409,1202,EG 2008,26,Mike Rowe: Learning from dirty jobs,1236214800,4434674
194,636,TED2009,0,Eric Lewis: Piano jazz that rocks,1236301200,697257
45,761,TED2003,30,Don Norman: 3 ways good design makes you happy,1236586860,1248458
768,522,TED2009,43,Pattie Maes + Pranav Mistry: Meet the SixthSense interaction,1236646800,9753630
223,598,TED2009,42,Aimee Mullins: My 12 pairs of legs,1236733200,3472415
152,1602,Serious Play 2008,29,Stuart Brown: Play is more than just fun,1236819600,1625469
179,983,TED2009,28,Tim Berners-Lee: The next web,1236906000,1352069
267,465,TED2009,36,"Dan Dennett: Cute, sexy, sweet, funny",1237165200,2373021
280,983,TED2009,36,Dan Ariely: Our buggy moral code,1237251600,2725557
104,938,EG 2008,37,Adam Savage: My obsession with objects and the stories they tell,1237338000,1697809
121,781,Serious Play 2008,20,Bruce McCall: What is retro-futurism?,1237424400,396905
233,244,TED2009,41,Kamal Meattle: How to grow fresh air,1237510800,3095075
115,325,TED2009,30,Saul Griffith: High-altitude wind energy from kites!,1237770000,630431
119,450,TED2009,35,Jacqueline Novogratz: An escape from poverty,1237856400,943565
91,1623,EG 2008,20,David Pogue: Cool tricks your phone can do,1237942800,730407
269,1056,TED2001,27,John Wooden: The difference between winning and succeeding,1238029200,4891781
60,735,TED2009,26,Nathan Wolfe: The jungle search for viruses,1238101200,1045631
39,1397,TED2001,20,C.K. Williams: Poetry of youth and age,1238374800,246094
109,364,TED2009,31,Jacek Utko: Can design save newspapers?,1238461200,1055886
117,733,TED2009,25,Ueli Gegenschatz: Extreme wingsuit flying,1238547600,1442990
18,381,TED2002,20,"Christopher C. Deam: The Airstream, restyled",1238634000,308276
294,965,TED2009,27,P.W. Singer: Military robots and the future of war,1238720400,1460352
23,627,TED2002,27,"Nathaniel Kahn: Scenes from ""My Architect""",1239005340,338831
252,1145,TED2009,21,Bruce Bueno de Mesquita: A prediction for the future of Iran,1239066000,744448
420,1094,TED2009,39,"Bonnie Bassler: How bacteria ""talk""",1239152400,2192828
