name,lat,lng
Eduardo Sáenz de Cabezón,42.4661196,-2.4396676
Barat Ali Batoor,-23.1360145,146.95107755720153
Kailash Satyarthi,23.5208128,77.8063184
Takaharu Tezuka,35.6840574,139.7744912
Chris Milk,40.7127281,-74.0060152
Nizar Ibrahim,52.5170365,13.3888599
Nick Bostrom,56.0442098,12.703706
Sophie Scott,53.749326,-2.4840566
Alice Goffman,39.7837304,-100.445882
Pamela Ronald,37.5780965,-122.3473099
Bill T. Jones,29.4657731,-81.2576832
Dawn Landes,38.2542376,-85.759407
Roman Mars,40.2253569,-82.6881395
Martine Rothblatt,41.8755616,-87.6244212
Chris Burkard,35.3540209,-120.375716
Jeffrey Brown,42.3554334,-71.060511
Yassmin Abdel-Magied,-4.3554206,15.306724334350495
Sara Seager,43.6534817,-79.3839347
Jimmy Nelson,41.8755616,-87.6244212
Laura Schulz,54.4134478,23.230945055746446
Tony Fadell,42.3315509,-83.0466403
Suki Kim,37.5666791,126.9782914
Donald Hoffman,29.4246002,-98.4951405
Rana el Kaliouby,37.0057958,-89.1772449
Steve Silberman,42.4396039,-76.4968019
LaToya Ruby Frazier,46.5644311,-100.0909421
Joey Alexander,-8.6524973,115.2191175
Roxane Gay,41.2587459,-95.9383758
Jimmy Carter,52.4796992,-1.9026911
Latif Nasser,43.5896231,-79.6443879
Memory Banda,-31.5639055,28.7933032
Johann Hari,55.861155,-4.2501687
Salvatore Iaconesi,42.790216599999994,10.340278678735025
Marlene Zuk,39.9527237,-75.1635262
Alaa Murabit,52.131802,-106.660767
John Green,56.7861112,-4.1140518
eL Seed,48.8264842,2.1257808
Yuval Noah Harari,32.79931045,35.09756462563476
Rich Benjamin,39.7837304,-100.445882
Matt Kenyon,-33.465,151.4344444
Patience Mthunzi,-26.2227778,27.89
Manuel Lima,37.80855645,-25.473137391245295
Dustin Yellin,34.0536909,-118.242766
Jim Al-Khalili,2.1565307,42.1630707
Robin Murphy,30.6913462,-88.0437509
Wendy Freedman,43.6534817,-79.3839347
Elizabeth Nyamayaro,-18.4554963,29.7468414
Jamie Bartlett,51.5074456,-0.1277653
Jim Simons,40.4416941,-79.9900861
Alan Eustace,39.7837304,-100.445882
Billie Jean King,33.7690164,-118.191604
David Rothkopf,40.1117174,-88.207301
Michael Kimmel,50.4302393,7.466302
Sakena Yacoobi,34.3508273,62.2164003
Mary Robinson,54.1143359,-9.1532099
Robin Morgan,51.4214787,-0.2064027
Samuel Cohen,46.4834798,24.4574193
Taiye Selasi,51.5074456,-0.1277653
Martin Pistorius,-26.205,28.049722
Siddhartha Mukherjee,28.6138954,77.2090057
Neri Oxman,32.8191218,34.9983856
Anders Fjellberg,59.01486705000001,10.501120179400683
Jennifer Doudna,38.8950368,-77.0365427
Christine Sun Kim,33.7500378,-117.8704931
Daniel Levitin,37.7790262,-122.419906
Kaki King,33.7489924,-84.3902644
Chelsea Shields,40.2337289,-111.6587085
Jean-Paul Mari,36.7753606,3.0601882
Josh Luber,39.9527237,-75.1635262
Anote Tong,3.872,-159.31701784999998
Marina Abramović,45.773279,-111.184535
Chieko Asakawa,31.0637904,-87.2238626
Guillaume Néry,43.7009358,7.2683912
Raymond Wang,49.2608724,-123.113952
Paul Greenberg,40.7127281,-74.0060152
António Guterres,38.7077507,-9.1365919
Jason deCaires Taylor,51.1251275,1.3134228
James Veitch,55.4776435,-2.5553768
Ole Scheeren,49.0068705,8.4034195
Jill Heinerth,43.6534817,-79.3839347
Achenyo Idachaba,39.7837304,-100.445882
Yanis Varoufakis,33.9597677,-83.376398
David Gruber,49.8349139,18.2820084
Linda Liukas,60.1674881,24.9427473
Matthew Williams,34.0536909,-118.242766
Dorothy Roberts,41.8755616,-87.6244212
Jocelyne Bloch,46.2047169,6.1423106290939335
Celeste Headlee,33.9708782,-118.030839
Shonda Rhimes,41.8755616,-87.6244212
Al Gore,38.8950368,-77.0365427
Ivan Coyote,60.721571,-135.054932
Russ Altman,40.6526006,-73.9497211
Alexander Betts,51.4538022,-2.5972985
Travis Kalanick,34.0536909,-118.242766
Reshma Saujani,40.0796606,-89.4337288
Tshering Tobgay,9.2905517,42.1885672
Joe Gebbia,33.7489924,-84.3902644
Tim Urban,47.2455013,-122.438329
Arthur Brooks,52.4142766,1.6663769
Meron Gribetz,30.8124247,34.8594762
Siyanda Mohutsiwa,-26.5624806,31.3991317
Alex Kipman,-25.4295963,-49.2712724
Angélica Dass,-22.9110137,-43.2093727
Adam Grant,42.567616099999995,-83.35925641168916
Parag Khanna,26.4609135,80.3217588
Danielle Feinberg,40.0149856,-105.270545
Robert Palmer,22.350627,114.1849161
Linus Torvalds,60.1674881,24.9427473
Hugh Evans,-37.8142454,144.9631732
Astro Teller,52.2055314,0.1186637
Mary Norris,41.4996574,-81.6936772
Christiana Figueres,9.9325427,-84.0795782
Aditi Gupta,24.15529035,83.82522584408349
Kenneth Lacovara,40.0757384,-74.4041622
R. Luke DuBois,40.7992398,-74.4774358537687
Sarah Gray,-39.390298,175.4230111
Alice Rawsthorn,53.4794892,-2.2451148
Monica Byrne,40.2663107,-76.8861122
Sanford Biggers,34.0536909,-118.242766
Lidia Yuknavitch,37.7790262,-122.419906
Adam Driver,32.7174202,-117.1627728
Samantha Nutt,54.2820009,-0.4011868
Norman Lear,41.3082138,-72.9250518
Cédric Villani,45.1584982,1.5332389
Negin Farsad,41.3082138,-72.9250518
Jamila Raqib,14.4859561,121.0397812
Andrew Pelling,52.5847651,-2.127567
Gill Hicks,-34.9281805,138.5999312
Brian Little,54.9738474,-1.6131572
Julia Galef,38.9959461,-77.0276231
John Legend,39.7990175,-89.6439575
Marwa Al-Sabouni,34.725541449999994,36.70738875101476
Gerard Ryle,52.14533445,-9.517401092833236
Anthony Goldbloom,-37.8142454,144.9631732
Martin Reeves,52.4796992,-1.9026911
Ngozi Okonjo-Iweala,6.1817718,6.532877
Dave Brain,52.0553813,-2.7151735
James Green,42.3554334,-71.060511
Vanessa Ruiz,18.465299,-66.116666
Christopher Bell,41.8755616,-87.6244212
Jonathan Tepperman,51.4837886,-0.6040418665032687
Franz Freudenthal,-16.4955455,-68.1336229
Michael Shellenberger,38.7251776,-105.607716
Michael Murphy,34.0536909,-118.242766
Helen Fisher,39.7837304,-100.445882
Sayu Bhojwani,22.3511148,78.6677428
Isaac Lidsky,25.7741728,-80.19362
Rainn Wilson,47.6038321,-122.330062
Melissa Walker,53.5462055,-113.491241
Ian Bremmer,51.4875167,-0.1687007
Alyssa Monks,40.9796683,-74.1194403
Kimberlé Crenshaw,32.555664,-95.8640507
Bettina Warburg,53.5672881,9.941726150411604
Sandi Toksvig,55.6867243,12.5700724
Danny Dorling,51.7520131,-1.2578499
Chinaka Hodge,37.8044557,-122.271356
Sam Kass,41.8755616,-87.6244212
Dan Bricklin,39.9527237,-75.1635262
Alejandro Sánchez Alvarado,10.5060934,-66.9146008
Ashley Judd,34.2661558,-118.5174342
Jeanne Gang,42.2579991,-88.841734
Deeyah Khan,59.9133301,10.7389701
Deepika Kurup,42.7656251,-71.4677032
Alan Smith,52.4796992,-1.9026911
Sue Klebold,39.9622601,-83.0007065
Nagin Cox,12.9767936,77.590082
Joshua Smith,47.6038321,-122.330062
Lara Setrakian,39.7837304,-100.445882
Grady Booch,35.2072185,-101.833824
Charity Wayua,1.4419683,38.4313975
Sara Ramirez,23.2035785,-106.4208391
Megan Phelps-Roper,39.049011,-95.677556
Caroline Paul,40.7127281,-74.0060152
Jude Kelly,53.4071991,-2.99168
Joy Buolamwini,53.5462055,-113.491241
John Koenig,47.2455013,-122.438329
Caitlin Doughty,21.48343645,-158.03648372697478
Peggy Orenstein,44.9772995,-93.2654692
Michael Botticelli,42.3554334,-71.060511
Emtithal Mahmoud,44.0513467,-94.8380398
Casey Brown,-45.0321923,168.661
Katie Bouman,40.4258686,-86.9080655
David R. Williams,12.5013629,-69.9618475
Todd Scott,29.3872254,-94.992736
Zubaida Bai,13.0836939,80.270186
Chimamanda Ngozi Adichie,6.4499833,7.5000007
Siamak Hariri,50.735851,7.10066
Stephanie Busari,6.4550575,3.3941795
Siddhartha Roy,22.9964948,87.6855882
Lisa Genova,39.7837304,-100.445882
Deborah Lipstadt,40.7127281,-74.0060152
Carolyn Jones,49.2608724,-123.113952
Jorge Drexler,-34.9058916,-56.1913095
Stuart Russell,51.2715316,-0.3414523511290909
Ted Halstead,41.8755616,-87.6244212
Rutger Bregman,52.311189,4.6350921
Nina Fedoroff,41.4996574,-81.6936772
Garry Kasparov,40.3755885,49.8328009
Raj Panjabi,6.328034,-10.797788
Rhiannon Giddens,36.0726355,-79.7919754
Michael Bierut,41.4996574,-81.6936772
Anne Lamott,37.7790262,-122.419906
Richard Browning,37.7447765,-81.81101226617179
Jim Yong Kim,37.5666791,126.9782914
David Miliband,51.5074456,-0.1277653
Luma Mufleh,38.1360906,40.0540976
Jorge Ramos,-34.9058916,-56.1913095
Anil Seth,52.5310214,-1.2649062
Noah Feldman,42.3554334,-71.060511
Susan Robinson,41.4996574,-81.6936772
Grace Kim,34.0536909,-118.242766
Jimmy Lin,25.0375198,121.5636796
Titus Kaphar,42.291707,-85.5872286
Ingrid Betancourt,4.6529539,-74.0835643
Françoise Mouly,48.8588897,2.3200410217200766
Anjan Chatterjee,28.6138954,77.2090057
David Baron,48.9148269,2.2674892
Manoush Zomorodi,40.3496953,-74.6597376
Jack Conte,37.7790262,-122.419906
Richard J. Berry,42.498275,-92.3328743
Susan Pinker,45.5031824,-73.5698065
Cathy O'Neil,39.7837304,-100.445882
Iyad Rahwan,39.8239684,-80.4461845
David Whyte,51.5074456,-0.1277653
Robin Hanson,59.416667,17.766667
Carolyn Bertozzi,42.3554334,-71.060511
Laolu Senbanjo,8.4963657,4.5480484
Wanuri Kahiu,-1.2832533,36.8172449
Noriko Arai,35.6840574,139.7744912
Jennifer Granick,40.805378,-74.2037566
Daan Roosegaarde,52.1500947,4.7761706
Ray Dalio,40.7556561,-73.8857755
Tomás Saraceno,-26.8303703,-65.2038133
Alexander Wagner,52.5170365,13.3888599
Helen Czerski,53.4794892,-2.2451148
Sethembile Msezane,-28.94369405,30.47038498243574
Sinéad Burke,53.651908,-6.6833615
Sandra Aamodt,37.7790262,-122.419906
Thandie Newton,51.4893335,-0.14405508452768728
Antonio Damasio,38.7077507,-9.1365919
Rokia Traoré,13.577326,-8.031273
J.J. Abrams,40.7127281,-74.0060152
Paul Tudor Jones II,35.1460249,-90.0517638
Sherwin Nuland,40.7127281,-74.0060152
Frank Gehry,43.6534817,-79.3839347
Elyn Saks,25.7741728,-80.19362
Kary Mullis,35.2590371,-77.6484879
Daniel Goleman,37.9577016,-121.2907796
Bjorn Lomborg,55.678016,12.5326186
"David Byrne, Ethel + Thomas Dolby",55.9432443,-4.5708479
Thom Mayne,41.5538091,-73.0438362
Tony Robbins,34.0536909,-118.242766
Joshua Prince-Ramus,39.7837304,-100.445882
Dan Dennett,42.3554334,-71.060511
Rick Warren,37.3361663,-121.890591
Cameron Sinclair,-38.2015815,145.242198
Jehane Noujaim,38.8950368,-77.0365427
Larry Brilliant,42.3315509,-83.0466403
Jeff Han,42.3315509,-83.0466403
Ross Lovegrove,51.4816546,-3.1791934
Jimmy Wales,34.729847,-86.5859011
David Deutsch,32.799313,34.989571715728204
Steven Levitt,42.3554334,-71.060511
Aubrey de Grey,51.4893335,-0.14405508452768728
Iqbal Quadir,23.1665256,89.2094419
Burt Rutan,45.2864689,-122.334259
Edward Burtynsky,43.1579812,-79.2441003
Ray Kurzweil,40.7127281,-74.0060152
Dean Ornish,32.7762719,-96.7968559
Wade Davis,49.3311208,-123.159479
Robert Wright,38.3505995,-81.6332812
Saul Griffith,-33.8698439,151.2082848
Neil Gershenfeld,40.004128,-75.28828930301155
Bill Clinton,33.6670616,-93.5915665
James Nachtwey,43.0481221,-76.1474244
Jane Goodall,51.4893335,-0.14405508452768728
James Watson,41.8755616,-87.6244212
Chris Bangle,41.157557,-81.242047
Nora York,40.9256538,-73.140943
Paul Bennett,53.7974185,-1.5437941
Vik Muniz,-23.5506507,-46.6333824
Janine Benyus,40.0757384,-74.4041622
Golan Levin,40.7127281,-74.0060152
Jill Sobule,39.7392364,-104.984862
Evelyn Glennie,57.4254912,-2.2396615
Tom Rielly,41.2951037,-92.6448451
Stew,34.0536909,-118.242766
John Doerr,38.6280278,-90.1910154
Robert Thurman,40.7127281,-74.0060152
Emily Oster,41.3082138,-72.9250518
Will Wright,33.7489924,-84.3902644
William Kamkwamba,-12.992487650000001,33.472356695915096
Chris Abani,5.8837902,7.9372068
Vusi Mahlasela,-25.7459277,28.1879101
Jeff Skoll,45.5031824,-73.5698065
Andrew Mwenda,0.6561907,30.2779432
Theo Jansen,52.1067449,4.2736937
Steven Pinker,45.5031824,-73.5698065
Carolyn Porco,40.8466508,-73.8785937
Kenichi Ebina,40.9921996,-75.9078749
Richard Branson,51.4893335,-0.14405508452768728
Hod Lipson,32.799313,34.989571715728204
Maira Kalman,32.0852997,34.7818064
VS Ramachandran,10.9094334,78.3665347
Ron Eglash,39.2089986,-76.0666126
Philippe Starck,48.8588897,2.3200410217200766
Yossi Vardi,32.0852997,34.7818064
David Gallo,-35.2975906,149.1012676
Raul Midon,36.2071515,-105.9610104
Bill Strickland,40.4416941,-79.9900861
Alison Jackson,53.3554224,-110.8500787
David Macaulay,52.802742,-1.629917
Michael Pollan,40.85149705,-73.0994258107431
Howard Rheingold,33.4484367,-112.074141
Pamelia Kurstin,36.7014631,-118.755997
Steve Jurvetson,34.395342,-111.763275
Alan Kay,42.1018764,-72.5886727
Jill Bolte Taylor,38.2542376,-85.759407
Dave Eggers,42.3554334,-71.060511
Karen Armstrong,52.37567315,-2.0641958803780227
Neil Turok,-26.205,28.049722
Norman Foster,53.4372674,-2.159912
Clifford Stoll,42.8867166,-78.8783922
David Hoffman,29.4246002,-98.4951405
Yochai Benkler,32.07011235,34.80986543747588
Amy Tan,40.7127281,-74.0060152
They Might Be Giants,51.4816546,-3.1791934
Hector Ruiz,28.7041725,-100.5148362
Paul Stamets,40.9008923,-80.8567502
Robert Ballard,37.6922361,-97.3375448
Yves Behar,46.5218269,6.6327025
Arthur Ganson,41.764582,-72.6908547
Susan Blackmore,51.4893335,-0.14405508452768728
Chris Jordan,13.082618,-59.537437518423914
Benjamin Zander,51.58521845,-0.5616400011849038
Martin Seligman,42.6511674,-73.754968
Louise Leakey,-1.3026148499999999,36.82884201813725
Kwabena Boahen,5.5571096,-0.2012376
Robert Lang,50.6406644,13.8244461
Spencer Wells,33.9528472,-84.5496148
David Griffin,53.2593422,-1.9100768
Lennart Green,57.7594186,16.6385035
Ian Dunbar,54.7023545,-3.2765753
Brewster Kahle,40.7127281,-74.0060152
David Perry,50.362174,8.6428355
Doris Kearns Goodwin,40.7127281,-74.0060152
Garrett Lisi,34.0536909,-118.242766
Virginia Postrel,34.851354,-82.3984882
Jackie Tabick,53.3493795,-6.2605593
James Forbes,45.4208777,-75.6901106
Feisal Abdul Rauf,-0.1665291,35.6736908
James Surowiecki,41.5381535,-72.8070435
John Francis,40.5200187,-74.2745215
Luca Turin,33.88922645,35.50255852895232
Lee Smolin,40.7127281,-74.0060152
Samantha Power,51.4893335,-0.14405508452768728
Charles Elachi,33.8522753,36.017612359012865
Isaac Mizrahi,40.65080065,-73.95635839526017
George Smoot,30.2346844,-81.6981513
Bill Joy,32.5135356,-93.7477839
Gregory Petsko,38.8950368,-77.0365427
Richard Preston,44.694285,-75.486374
Philip Rosedale,32.7174202,-117.1627728
David Holt,42.4393707,-123.3272489
Jay Walker,34.0536909,-118.242766
Steven Strogatz,41.8006523,-73.1212214
Jennifer 8. Lee,40.7127281,-74.0060152
Paul Sereno,41.7571701,-88.3147539
Paul Moller,49.116667,-117.55
Scott McCloud,42.3554334,-71.060511
Paula Scher,38.8950368,-77.0365427
Barry Schuler,40.7215682,-74.047455
Sylvia Earle,39.82410645,-75.27820967980284
Ed Ulbrich,30.2711286,-97.7436995
Charles Moore,50.8553888,0.5824703
Richard Pyle,21.393825200000002,-157.73386731074743
Evan Williams,41.2152927,-97.8358893
Brenda Laurel,39.9622601,-83.0007065
Eric Lewis,39.9448402,-75.1198911
Nathaniel Kahn,39.9527237,-75.1635262
Bonnie Bassler,41.8755616,-87.6244212
Shai Agassi,32.0686867,34.8246812
Tim Ferriss,40.9633868,-72.1847598
Nate Silver,42.7320307,-84.4721678
Michael Merzenich,44.5363364,-122.9072329
Laurie Garrett,34.0536909,-118.242766
Mae Jemison,34.6060203,-86.9838165
Tom Shannon,44.9772995,-93.2654692
Louise Fresco,52.6938237,6.197767
Mary Roach,43.6928489,-72.2217561
Michelle Obama,41.8755616,-87.6244212
Yann Arthus-Bertrand,48.8588897,2.3200410217200766
John La Grou,17.7289564,-64.75901597858353
Diane Benscoter,40.7127281,-74.0060152
Qi Zhang,37.4363704,116.3534091
Daniel Libeskind,51.7687323,19.4569911
Olafur Eliasson,55.6867243,12.5700724
Nina Jablonski,42.716293,-78.828717
Gordon Brown,55.8048318,-4.2946743
Michael Pritchard,45.3838546,-122.766351
Paul Romer,33.9510011,-118.2062682
Dan Pink,39.7837304,-100.445882
Cary Fowler,35.1460249,-90.0517638
James Balog,40.9664806,-76.6131474
Imogen Heap,51.5746268,0.1822306
Jonathan Zittrain,40.4416941,-79.9900861
Evgeny Morozov,52.7893039,27.5318168
Garik Israelian,40.1777112,44.5126233
David Logan,41.8755616,-87.6244212
David Hanson,45.5326798,-92.0213472
Henry Markram,-28.8166236,24.991639
Marc Koska,50.744673199999994,-1.85795768008541
Rachel Armstrong,-45.0321923,168.661
Marcus du Sautoy,51.4893335,-0.14405508452768728
Pranav Mistry,24.1709794,72.4366375
Devdutt Pattanaik,19.0785451,72.878176
Magnus Larsson,56.3014882,14.5161735
Shashi Tharoor,51.4893335,-0.14405508452768728
Scott Kim,40.0149856,-105.270545
Sunitha Krishnan,12.9767936,77.590082
Rory  Bremner,55.9533456,-3.1883749
Alexis Ohanian,40.7127281,-74.0060152
Cat Laine,40.8466508,-73.8785937
Vilayanur Ramachandran,10.9094334,78.3665347
JK Rowling,51.5403113,-2.4134281
Jamie Heywood,51.4893335,-0.14405508452768728
The LXD,10.099908899999999,-83.34318729447185
Shekhar Kapur,31.7621021,74.8295989
Anil Gupta,24.1763069,87.7859569
Nicholas Christakis,41.3082138,-72.9250518
"Christopher ""moot"" Poole""",40.7127281,-74.0060152
Elif Shafak,48.584614,7.7507127
Laurie Santos,41.6362152,-70.934205
Diane J. Savino,40.7135078,-73.8283132
Gary Wolf,39.6365056,-74.8023853
Gero Miesenboeck,36.9148511,-4.7534501
Sheryl Sandberg,38.8950368,-77.0365427
Elizabeth Lindsey,21.48343645,-158.03648372697478
Danny Hillis,39.2908816,-76.610759
Ahn Trio,32.7762719,-96.7968559
Patricia Ryan ,40.7127281,-74.0060152
Stanley McChrystal,39.345184,-94.921703
Sam Richards,42.3315509,-83.0466403
Sean Carroll,39.9527237,-75.1635262
Louie Schwartzberg,40.6526006,-73.9497211
Ed Boyden,33.0136764,-96.6925096
Mikko Hypponen,63.2467777,25.9209164
Lucianne Walkowicz,40.7127281,-74.0060152
Hasan Elahi,25.6376135,89.0826381
Daniel Wolpert,52.5310214,-1.2649062
Natalie Warne,32.5135356,-93.7477839
Karen Tse,41.4996574,-81.6936772
Chris Anderson (TED),14.4853915,121.0326671
Rob Reid,40.7127281,-74.0060152
Regina Dugan,40.7127281,-74.0060152
Rick Falkvinge,57.7072326,11.9670171
JP Rangaswami,51.596827149999996,-0.3373046180437286
José Bowen,38.6786109,-121.7733285
Andrew Youn,29.9759983,-90.0782127
Lisa Bu,52.5170365,13.3888599
Dambisa Moyo,-15.357609,29.1653092
Andreas Ekström,60.3943055,5.3259192
Dong Woo Jang,37.5941315,127.1297917
Peter Doolittle,39.7589478,-84.1916069
Laura Robinson,44.3054151,-76.4283781
Thomas Insel,39.7589478,-84.1916069
Andrew Blum,40.6337136,-74.4073737
Freeman Hrabowski,33.5206824,-86.8024326
Dame Ellen MacArthur,53.0834695,-1.5042939
Robert Waldinger,41.2587459,-95.9383758
George Papandreou,44.9497487,-93.0931028
Sue Desmond-Hellmann,38.2971367,-122.2855293
Lord Nicholas Stern,51.4893335,-0.14405508452768728
Jun Wang,31.2312707,121.4700152
Topher White,31.9437799,-94.2440865
Jake Barton,40.6526006,-73.9497211
Shah Rukh Khan,28.6138954,77.2090057
James A. White Sr.,29.7589382,-95.3676974
Diane Kelly,53.2293545,-0.5404819
Kid President,40.7127281,-74.0060152
Michael Rubinstein,40.7127281,-74.0060152
J.D. Vance,39.516644,-84.4041725
Meg Jay,53.2063042,-1.2205319
Gabby Giffords and Mark Kelly,40.7706562,-74.2326463
Pardis Sabeti,35.6892523,51.3896004
Kevin B. Jones,42.6549244,-86.2040552
Chris Urmson,61.0666922,-107.991707
Bob Mankoff,40.8466508,-73.8785937
TED staff,37.4443293,-122.1598465
Carrie Poppy,-33.8698439,151.2082848
Marlon Peterson,40.749069,-98.845653
Ani Liu,40.7127281,-74.0060152
Bill and Melinda Gates,47.6038321,-122.330062
Jennifer Golbeck,42.2411344,-88.3161965
Grégoire Courtine,47.3215806,5.0414701
Bahia Shehab,33.88922645,35.50255852895232
Dave Isay,41.3082138,-72.9250518
Auke Ijspeert,46.2047169,6.1423106290939335
 Silk Road Ensemble,48.8588897,2.3200410217200766
Dame Stephanie Shirley,51.5142273,7.4652789
Jane Fonda and Lily Tomlin,42.3315509,-83.0466403
Ronald Sullivan,52.4812992,-2.1594773
Daniel H. Cohen,30.4494155,-91.1869659
 OK Go,32.7459645,-96.9977846
Eduardo Briceño,9.3148173,-70.6081655
 Sofi Tukker,-24.3088036,-54.748267074688144
Gian Giudice,45.4077172,11.8734455
Parul Sehgal,38.8408718,-77.1144702810449
Noah Wilson-Rich,47.6571934,-117.42351
His Holiness Pope Francis,31.6343083,74.8736788
Ji-Hae Park,45.6143558,4.6831358
Angela Lee Duckworth,13.7524938,100.4935089
Joy Sun,40.5834557,-74.1496048
Alejandro Aravena,-33.4377756,-70.6504502
Young-ha Kim,38.1063,127.708
Casey Gerald,41.720136,-87.7013258
Joseph Redmon,-36.852095,174.7631803
Sō Percussion,39.1014537,-84.5124602
Anthony D. Romero,40.7127281,-74.0060152
Beth Noveck,39.9526791,-74.1968257
Juno Mac,44.648618,-63.5859487
Peter Gabriel,44.620853,11.6702371
Richard St. John,52.66833065,-8.66451062242474
David Keith,55.861155,-4.2501687
Jaime Lerner,-25.4295963,-49.2712724
Stephen Hawking,51.7520131,-1.2578499
David Carson,41.9009603,12.464392449999998
Felix Dennis,51.427466,-0.4828394
Steve Truglia,51.4893335,-0.14405508452768728
Oliver Sacks,51.4893335,-0.14405508452768728
Matthew O'Reilly,53.6497514,-6.5885310235914645
Sangu Delle,51.5109995,-0.2055267
Rabbi Lord Jonathan Sacks,51.4893335,-0.14405508452768728
Amos Winter,-43.530955,172.6364343
Frederic Kaplan,18.9733536,72.82810491917377
Peter Donnelly,-27.4689682,153.0234991
Anna Deavere Smith,39.2908816,-76.610759
E.O. Wilson,33.5206824,-86.8024326
Al Seckel,40.7127281,-74.0060152
Natalie MacMaster,48.477473,-81.330414
James Howard Kunstler,40.7127281,-74.0060152
Jeff Hawkins,40.868154,-73.425676
Ethel,37.7790262,-122.419906
Jonathan Harris,40.7127281,-74.0060152
George Ayittey,8.0300284,-1.0800271
Euvin Naidoo,-28.8166236,24.991639
Patrick Awuah,5.5571096,-0.2012376
Zeresenay Alemseged,14.1220982,38.7321749
Paul MacCready,41.3082138,-72.9250518
Robert Full,42.7284117,-73.6917878
Murray Gell-Mann,40.7896239,-73.9598939
Billy Graham,35.2272086,-80.8430827
Keith Barry,52.2609997,-7.1119081
Patricia Burchat,50.000678,-86.000977
Irwin Redlener,40.7127281,-74.0060152
Carmen Agra Deedy,23.135305,-82.3589631
Ann Cooper,-33.7971937,151.2879845
Marvin Minsky,40.7127281,-74.0060152
Franco Sacchi,-14.5189121,27.5589884
Eva Zeisel,47.48138955,19.14609412691246
Greg Lynn,41.4156025,-81.9234726
Woody Norris,38.5612578,-86.1179768
Milton Glaser,40.8466508,-73.8785937
David Merrill,42.6511674,-73.754968
José Antonio Abreu,9.3148173,-70.6081655
Miru Kim,42.4802635,-71.0993581
Stuart Brown,41.8755616,-87.6244212
Bruce McCall,44.5014007,-79.7038708
John Wooden,39.550047,-86.5358316
C.K. Williams,40.735657,-74.1723667
Emily Levine,36.1622767,-86.7742984
Niels Diffrient,32.0937003,-90.0460222
Ben Katchor,40.7127281,-74.0060152
Natasha Tsakos,46.2047169,6.1423106290939335
Julian Treasure,37.7790262,-122.419906
Matthew White,40.8929329,-73.9726508
Cynthia Schneider,40.9699889,-77.7278831
Mallika Sarabhai,23.0216238,72.5797068
Anupam Mishra,18.9068356,75.6741579
Charles Anderson,38.6280278,-90.1910154
Steven  Cowley,52.2055314,0.1186637
Jane Chen,25.0375198,121.5636796
Srikumar Rao,18.9733536,72.82810491917377
Juliana Machado Ferreira,-1.2043218,-47.1583944
Dee Boersma,33.1570582,-94.9694007
Rachel Sussman,40.6526006,-73.9497211
Carne Ross,51.5307156,-0.4800361493026331
Mitchell Besser,35.1460249,-90.0517638
Dianna Cohen,34.0536909,-118.242766
Emily Pilloton,38.0409144,-122.6199638
William Ury,41.8755616,-87.6244212
Charity Tillemann-Dick,39.7392364,-104.984862
Hawa Abdi + Deqo Mohamed,2.0349312,45.3419183
Anil Ananthaswamy,13.0836939,80.270186
Eddi Reader,55.861155,-4.2501687
Rachelle Garniez,39.2147095,-95.0620347
BLACK,53.4071991,-2.99168
Michael Patrick Lynch,50.8214626,-0.1400561
Thomas Barnett,37.5385087,-77.43428
Sam Martin,45.4206749,-122.670649
Nellie McKay,40.7896239,-73.9598939
Jennifer Lin,29.7589382,-95.3676974
Molly Crockett,39.9527237,-75.1635262
Charles Hazlewood,51.2912247,-0.2326709
Miwa Matreyek,47.0451022,-122.8950075
Johnny Lee,29.5568106,-98.7000912
Charles Hazlewood + Paraorchestra,51.2912247,-0.2326709
Ann Morgan,51.5307156,-0.4800361493026331
Ashraf Ghani,34.0653595,69.160172
Sergey Brin + Larry Page,55.7505412,37.6174782
Eleni Gabre-Madhin,9.0358287,38.7524127
Nandan Nilekani,12.9767936,77.590082
Emmanuel Jal,7.2751765,28.681872
Srdja Popovic,44.8178131,20.4568974
James Hansen,8.6062347,151.832744331612
Francesco Sauro,45.6221024,11.0295169
Paul Ewald,50.5152452,8.390132
Dayananda Saraswati,22.654552000000002,70.74596926422454
Raghava KK,21.6409,69.611
Kevin Stone,26.133333,92.666667
Maurice Conti,45.0677551,7.6824892
Mihaly Csikszentmihalyi,45.9260189,12.7289914
